League,Date,Time,Rodada,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_DC_1X,Odd_DC_12,Odd_DC_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odd_Corners_H,Odd_Corners_D,Odd_Corners_A,Odd_Corners_Over75,Odd_Corners_Under75,Odd_Corners_Over85,Odd_Corners_Under85,Odd_Corners_Over95,Odd_Corners_Under95,Odd_Corners_Over105,Odd_Corners_Under105,Odd_Corners_Over115,Odd_Corners_Under115
Spain Segunda División,2024-12-15,10:00:00,19,Sporting Gijón,Racing Club de Ferrol,2.25,2.05,7.0,1.61,3.6,5.6,1.53,2.38,1.09,7.0,1.45,2.65,2.3,1.55,2.38,1.53,1.08,1.22,2.3,1.9,1.11,1.42,0.91,2.33,1.44,6.75,3.15,1.42,2.55,1.71,1.96,2.14,1.6,2.8,1.36,3.65,1.22
Switzerland Super League,2024-12-15,10:15:00,18,Young Boys,Servette,2.7,2.25,3.3,2.12,3.8,2.9,1.28,3.3,1.04,10.0,1.18,4.75,1.53,2.35,1.45,2.5,1.38,1.22,1.62,1.89,1.22,1.85,1.57,3.42,1.95,8.5,2.1,1.17,4.7,1.31,3.25,1.54,2.38,1.87,1.87,2.35,1.55
Netherlands Eredivisie,2024-12-15,10:30:00,16,Twente,Groningen,1.91,2.4,7.0,1.35,4.5,7.1,1.33,3.25,1.02,19.0,1.18,4.65,1.6,2.2,1.95,1.8,1.07,1.13,3.1,2.25,0.5,2.08,1.06,3.14,1.3,7.5,3.7,1.24,3.55,1.43,2.6,1.7,2.0,2.08,1.65,2.65,1.41
Netherlands Eredivisie,2024-12-15,10:30:00,16,NEC,Sparta Rotterdam,2.63,2.2,4.0,2.03,3.1,3.2,1.4,2.75,1.05,12.0,1.28,3.52,1.85,1.85,1.75,2.0,1.3,1.26,1.8,1.22,1.0,1.53,1.24,2.77,1.96,6.5,2.02,1.2,3.95,1.35,2.9,1.58,2.18,1.93,1.76,2.43,1.48
Greece Super League,2024-12-15,10:30:00,15,Aris,Panserraikos,2.1,2.25,6.0,1.45,4.2,6.25,1.36,3.0,1.05,10.0,1.28,3.75,1.8,1.9,1.95,1.8,1.17,1.26,2.45,2.38,1.13,1.47,1.33,2.8,1.1,10.5,7.7,1.45,2.38,1.9,1.9,2.35,1.46,3.2,1.25,4.0,1.2
England Premier League,2024-12-15,11:00:00,16,Brighton & Hove Albion,Crystal Palace,2.5,2.3,4.33,1.86,3.3,3.5,1.33,3.25,1.04,15.0,1.25,4.15,1.7,2.1,1.67,2.1,1.27,1.25,1.97,1.63,1.13,1.53,1.46,2.99,1.54,7.0,2.7,1.15,4.4,1.29,3.15,1.49,2.4,1.77,1.92,2.17,1.6
Italy Serie A,2024-12-15,11:00:00,0,Parma,Hellas Verona,2.4,2.3,4.33,1.86,3.4,3.7,1.33,3.25,1.03,15.0,1.22,4.33,1.75,2.05,1.67,2.1,1.26,1.22,1.96,0.89,0.75,1.24,0.86,2.1,1.52,6.75,2.8,1.27,3.3,1.49,2.4,1.79,1.9,2.23,1.56,2.9,1.35
Italy Serie B,2024-12-15,11:00:00,0,Palermo,Catanzaro,2.4,2.1,4.33,1.86,3.6,3.8,1.4,2.75,1.05,9.0,1.3,3.35,1.9,1.8,1.77,1.9,1.22,1.25,1.91,1.13,1.13,1.83,1.16,2.99,1.63,6.5,2.55,1.43,2.55,1.72,1.98,2.15,1.61,2.75,1.38,3.65,1.23
Italy Serie B,2024-12-15,11:00:00,17,Cittadella,Cremonese,4.2,2.0,2.65,3.4,3.1,2.06,1.45,2.55,1.07,8.0,1.36,3.1,2.15,1.62,1.83,1.83,1.75,1.25,1.25,0.75,1.56,1.38,1.43,2.81,2.48,6.25,1.67,1.46,2.48,1.77,1.93,2.23,1.57,2.9,1.35,3.9,1.21
Italy Serie B,2024-12-15,11:00:00,17,Brescia,Carrarese,2.65,2.05,4.0,2.11,3.4,3.2,1.42,2.62,1.06,8.5,1.35,3.1,1.95,1.75,1.83,1.85,1.28,1.25,1.73,1.33,0.56,1.68,1.14,2.82,1.7,6.5,2.4,1.45,2.55,1.75,1.95,2.2,1.57,2.9,1.35,3.8,1.21
Portugal LigaPro,2024-12-15,11:00:00,14,CD Tondela,Portimonense,2.47,2.09,4.5,1.8,3.35,3.75,1.41,2.78,1.0,8.3,1.27,3.04,1.95,1.75,1.84,1.86,1.23,1.28,1.87,2.43,1.13,1.63,1.19,2.82,1.55,8.5,2.91,1.22,3.98,1.41,2.77,1.68,2.11,2.09,1.69,2.68,1.44
Italy Serie A,2024-12-15,11:00:00,16,Bologna,Fiorentina,3.4,2.05,3.4,2.5,3.1,2.6,1.44,2.63,1.07,9.5,1.38,3.1,2.1,1.7,1.8,1.95,1.48,1.3,1.5,1.86,1.75,1.61,1.31,2.92,1.97,6.4,2.02,1.44,2.55,1.73,1.97,2.17,1.58,2.8,1.36,3.8,1.21
England Championship,2024-12-15,11:00:00,0,Watford,West Bromwich Albion,3.5,2.05,3.25,2.6,3.3,2.6,1.5,2.5,1.07,9.5,1.4,3.0,2.1,1.65,1.83,1.83,1.55,1.28,1.47,2.6,1.55,1.45,1.05,2.5,1.7,6.75,2.4,1.2,3.9,1.37,2.8,1.61,2.15,1.96,1.73,2.45,1.48
France Ligue 1,2024-12-15,11:00:00,0,Montpellier,Nice,3.5,2.25,2.88,3.2,3.3,2.05,1.33,3.25,1.04,13.0,1.24,4.2,1.7,2.1,1.62,2.2,1.66,1.26,1.38,1.13,1.13,1.36,1.39,2.75,2.1,6.4,1.9,1.34,2.9,1.58,2.2,1.93,1.76,2.48,1.47,3.2,1.28
Serbia SuperLiga,2024-12-15,11:00:00,0,Novi Pazar,Red Star Belgrade,8.5,2.88,1.57,8.4,5.5,1.22,1.22,4.0,1.01,15.5,1.11,6.0,1.44,2.6,1.91,1.8,3.0,1.08,1.04,1.4,3.0,1.72,2.16,3.88,6.16,11.0,1.18,1.4,2.82,1.68,2.12,2.11,1.68,2.75,1.42,3.8,1.24
Croatia Prva HNL,2024-12-15,11:00:00,17,Varaždin,Osijek,3.4,2.05,3.4,2.63,3.1,2.7,1.4,2.8,1.05,8.0,1.3,3.2,2.15,1.67,1.83,1.83,1.53,1.35,1.44,2.0,1.33,1.38,1.41,2.79,2.15,7.1,2.03,1.4,2.82,1.68,2.12,2.11,1.68,2.75,1.42,4.35,1.17
Romania Liga I,2024-12-15,11:00:00,20,Unirea Slobozia,CFR Cluj,4.75,2.1,2.5,4.55,3.5,1.69,1.44,2.63,1.06,8.0,1.36,3.0,2.1,1.65,1.83,1.83,1.78,1.25,1.17,0.9,1.7,1.46,1.22,2.68,2.9,6.75,1.5,1.28,3.2,1.49,2.38,1.8,1.86,2.25,1.55,2.9,1.34
Czech Republic First League,2024-12-15,11:30:00,19,Mladá Boleslav,Sigma Olomouc,2.48,2.2,4.05,1.95,3.64,3.54,1.33,3.15,1.02,10.0,1.18,3.72,1.77,2.01,1.65,2.11,1.28,1.26,1.8,1.6,1.2,1.53,1.2,2.73,1.64,8.5,2.66,1.14,4.9,1.28,3.3,1.46,2.58,1.77,1.95,2.16,1.65
Czech Republic First League,2024-12-15,11:30:00,19,Teplice,Slavia Praha,7.6,2.28,1.87,8.5,4.6,1.36,1.38,2.9,1.03,9.0,1.24,3.22,1.92,1.85,2.23,1.58,3.0,1.17,1.05,1.3,2.3,1.55,1.68,3.23,4.11,10.0,1.31,1.18,4.2,1.38,2.88,1.63,2.18,1.95,1.77,2.57,1.47
Germany Bundesliga,2024-12-15,11:30:00,0,Heidenheim,Stuttgart,4.33,2.3,2.5,3.5,3.5,1.9,1.33,3.25,1.03,15.0,1.22,4.33,1.65,2.2,1.67,2.1,1.98,1.22,1.26,0.57,1.29,1.33,1.05,2.38,2.55,6.5,1.64,1.3,3.15,1.52,2.33,1.84,1.84,2.32,1.52,2.95,1.33
Scotland Premiership,2024-12-15,12:00:00,17,Kilmarnock,Hearts,3.6,2.1,3.0,3.0,3.4,2.25,1.4,2.75,1.05,9.0,1.3,3.4,2.15,1.68,1.8,1.95,1.62,1.25,1.35,1.29,0.44,1.4,1.03,2.43,2.07,7.0,1.89,1.18,4.2,1.3,3.05,1.52,2.32,1.82,1.86,2.23,1.56
England Championship,2024-12-15,12:00:00,21,Norwich City,Burnley,3.5,2.05,3.25,2.6,3.0,2.39,1.44,2.63,1.07,9.0,1.4,3.0,2.3,1.62,1.83,1.83,1.52,1.3,1.45,1.6,1.91,1.47,1.24,2.71,2.02,6.75,1.94,1.33,2.95,1.57,2.23,1.95,1.75,2.45,1.48,3.15,1.29
Belgium Pro League,2024-12-15,12:00:00,18,Union Saint-Gilloise,KVC Westerlo,1.95,2.5,6.0,1.39,4.2,5.8,1.29,3.5,1.02,19.0,1.18,4.65,1.55,2.3,1.75,2.0,1.11,1.15,2.75,2.22,0.78,1.68,1.46,3.14,1.3,7.5,3.7,1.24,3.55,1.43,2.55,1.75,1.95,2.07,1.67,2.55,1.43
Spain Segunda División,2024-12-15,12:15:00,19,Burgos CF,Málaga CF,2.63,2.0,4.75,1.94,2.9,3.5,1.5,2.5,1.08,7.5,1.44,2.65,2.33,1.53,2.1,1.67,1.22,1.28,1.8,1.5,0.8,1.45,1.11,2.56,1.55,6.75,2.7,1.34,2.88,1.58,2.15,1.96,1.72,2.48,1.45,3.25,1.27
Spain La Liga,2024-12-15,12:15:00,17,Deportivo Alavés,Athletic Club Bilbao,4.33,1.95,3.0,3.64,3.19,2.25,1.53,2.38,1.1,7.5,1.48,2.75,2.5,1.53,2.05,1.7,1.68,1.32,1.3,1.5,1.5,1.17,1.28,2.45,2.3,6.4,1.74,1.35,2.9,1.58,2.18,1.95,1.74,2.48,1.47,3.2,1.29
Serbia SuperLiga,2024-12-15,12:30:00,19,Bačka Topola,Vojvodina,2.88,2.2,3.25,2.0,3.4,3.3,1.36,3.0,1.05,8.5,1.25,3.7,1.7,1.95,1.67,2.1,1.38,1.26,1.53,1.3,1.8,2.02,1.77,3.79,1.95,7.5,2.1,1.4,2.82,1.68,2.11,2.11,1.68,2.75,1.42,3.82,1.24
Switzerland Super League,2024-12-15,12:30:00,0,Lugano,Lausanne Sport,2.5,2.2,3.75,2.05,3.4,3.2,1.3,3.2,1.04,10.0,1.2,4.33,1.61,2.05,1.53,2.3,1.3,1.22,1.75,2.11,1.0,1.89,1.6,3.49,1.91,8.0,2.2,1.25,3.75,1.45,2.63,1.74,2.02,2.19,1.63,2.82,1.4
Switzerland Super League,2024-12-15,12:30:00,18,Zürich,St. Gallen,2.75,2.15,3.45,2.18,3.3,2.9,1.33,3.0,1.05,9.5,1.22,4.0,1.67,2.0,1.55,2.25,1.36,1.25,1.62,1.44,1.22,1.41,1.46,2.87,1.91,8.0,2.1,1.2,4.2,1.38,2.88,1.63,2.18,2.02,1.74,2.57,1.47
Portugal LigaPro,2024-12-15,12:30:00,14,Porto II,CD Feirense,2.76,2.08,3.82,2.08,3.2,3.15,1.4,2.82,1.06,7.2,1.25,3.14,1.99,1.83,1.76,1.95,1.32,1.29,1.66,1.43,0.86,0.99,1.44,2.43,1.51,8.5,3.07,1.21,4.1,1.4,2.83,1.65,2.15,2.0,1.8,2.62,1.45
Portugal LigaPro,2024-12-15,12:30:00,14,CS Marítimo,Torreense,2.41,2.09,4.75,1.86,3.0,3.6,1.44,2.65,1.03,6.65,1.32,2.78,2.0,1.67,1.9,1.8,1.21,1.28,1.91,0.86,1.43,1.58,1.4,2.98,1.55,8.5,2.91,1.14,4.33,1.31,2.92,1.56,2.21,1.95,1.76,2.51,1.44
Netherlands Eredivisie,2024-12-15,12:45:00,16,Ajax,Almere City,1.44,3.25,13.0,1.11,7.7,14.0,1.2,4.33,1.01,29.0,1.1,6.39,1.33,3.15,2.2,1.62,1.01,1.05,6.5,2.75,0.25,1.74,1.18,2.92,1.11,10.5,6.5,1.22,3.7,1.38,2.7,1.64,2.1,1.98,1.72,2.48,1.47
France Ligue 1,2024-12-15,13:00:00,15,Brest,Nantes,2.75,2.05,4.33,2.01,3.1,3.6,1.5,2.5,1.08,8.5,1.42,2.9,2.2,1.59,1.95,1.8,1.28,1.28,1.8,2.0,0.75,1.46,1.11,2.57,1.58,6.5,2.65,1.37,2.8,1.65,2.08,2.04,1.68,2.6,1.43,3.4,1.25
France Ligue 1,2024-12-15,13:00:00,15,Rennes,Angers SCO,2.2,2.25,6.0,1.46,4.0,6.0,1.4,2.75,1.05,12.0,1.3,3.6,1.88,1.82,1.95,1.8,1.14,1.2,2.4,2.0,1.13,1.64,0.98,2.62,1.29,7.5,3.95,1.33,2.95,1.56,2.23,1.91,1.77,2.4,1.49,3.15,1.3
Turkey Süper Lig,2024-12-15,13:00:00,16,Fenerbahçe,İstanbul Başakşehir,1.8,2.65,7.0,1.32,5.2,8.75,1.33,3.6,1.03,17.0,1.17,4.75,1.58,2.32,1.9,1.87,1.09,1.18,3.5,2.57,0.88,1.95,1.39,3.34,1.26,7.5,4.3,1.43,2.6,1.72,1.98,2.12,1.63,2.7,1.4,3.55,1.24
Greece Super League,2024-12-15,13:00:00,15,Levadiakos,Panathinaikos,7.5,2.3,2.0,6.2,4.2,1.49,1.4,2.75,1.05,9.8,1.31,3.5,1.92,1.85,2.1,1.67,2.8,1.23,1.12,0.88,2.13,1.19,1.49,2.68,4.15,6.5,1.36,1.47,2.3,1.98,1.82,2.43,1.43,3.35,1.23,4.75,1.15
France Ligue 1,2024-12-15,13:00:00,15,Le Havre,Strasbourg,3.5,2.1,3.1,2.6,3.1,2.42,1.4,2.75,1.06,10.0,1.33,3.4,2.02,1.84,1.75,2.0,1.57,1.3,1.42,0.75,0.63,1.14,1.35,2.49,1.98,6.1,2.05,1.48,2.43,1.79,1.9,2.3,1.54,2.95,1.33,3.95,1.2
Italy Serie B,2024-12-15,13:15:00,17,Salernitana,Juve Stabia,3.0,1.95,3.75,2.25,3.4,3.0,1.49,2.45,1.08,7.5,1.4,2.8,2.0,1.67,1.9,1.83,1.36,1.28,1.57,1.22,1.56,1.73,1.08,2.81,1.82,6.25,2.2,1.49,2.43,1.81,1.89,2.3,1.54,3.0,1.32,4.0,1.2
England Premier League,2024-12-15,13:30:00,0,Manchester City,Manchester United,2.05,2.6,5.0,1.55,4.5,5.0,1.25,3.75,1.01,24.0,1.14,6.2,1.44,2.75,1.53,2.38,1.17,1.18,2.52,2.0,1.13,2.28,1.44,3.72,1.23,8.5,4.4,1.13,4.9,1.24,3.55,1.41,2.65,1.63,2.1,1.96,1.73
Germany Bundesliga,2024-12-15,13:30:00,14,Borussia Dortmund,Hoffenheim,1.83,2.75,5.5,1.4,4.7,5.6,1.22,4.0,1.01,26.0,1.12,6.5,1.38,2.9,1.57,2.25,1.11,1.13,2.9,2.5,0.57,1.74,1.09,2.83,1.28,8.0,3.95,1.19,4.0,1.34,2.9,1.58,2.2,1.9,1.79,2.33,1.52
Croatia Prva HNL,2024-12-15,13:45:00,17,Hajduk Split,Rijeka,3.1,1.91,4.33,2.25,2.75,3.7,1.5,2.5,1.06,7.5,1.42,2.7,2.6,1.48,2.1,1.67,1.25,1.3,1.72,2.56,1.89,1.59,1.33,2.92,1.64,7.6,2.86,1.44,2.67,1.74,2.02,2.22,1.62,2.92,1.38,4.35,1.17
Italy Serie A,2024-12-15,14:00:00,16,Como,Roma,3.6,2.1,3.0,2.9,3.2,2.26,1.4,2.75,1.06,10.0,1.33,3.4,2.02,1.84,1.75,2.0,1.63,1.28,1.38,1.29,0.5,1.44,1.23,2.67,1.95,6.25,2.07,1.41,2.65,1.71,2.0,2.12,1.63,2.7,1.38,3.65,1.23
Greece Super League,2024-12-15,14:00:00,15,Panaitolikos,PAOK,6.5,2.3,2.05,6.4,4.2,1.48,1.36,3.0,1.05,10.0,1.28,3.7,1.84,1.94,1.95,1.8,2.6,1.24,1.15,1.25,2.75,1.29,1.62,2.91,6.4,8.1,1.18,1.45,2.38,1.88,1.92,2.35,1.46,3.2,1.25,3.8,1.22
Spain La Liga,2024-12-15,14:30:00,17,Real Sociedad,UD Las Palmas,2.0,2.2,8.5,1.42,4.42,9.24,1.44,2.63,1.07,9.5,1.38,3.1,2.1,1.73,2.5,1.5,1.06,1.19,2.85,1.22,1.11,1.43,1.08,2.51,1.24,8.0,4.4,1.3,3.05,1.53,2.3,1.85,1.83,2.32,1.52,2.95,1.33
Spain La Liga,2024-12-15,14:30:00,17,Villarreal,Real Betis,2.3,2.38,4.5,1.81,3.93,4.37,1.33,3.25,1.03,15.0,1.22,4.33,1.67,2.2,1.62,2.2,1.24,1.22,2.05,1.5,1.0,1.5,1.22,2.72,1.67,6.4,2.48,1.28,3.2,1.49,2.4,1.8,1.89,2.28,1.55,2.9,1.34
Belgium Pro League,2024-12-15,14:30:00,18,Sint-Truiden,RSC Anderlecht,3.75,2.3,2.6,3.3,3.3,2.0,1.33,3.25,1.03,15.0,1.21,4.25,1.57,2.25,1.62,2.2,1.83,1.24,1.3,1.44,1.67,1.4,1.43,2.83,2.23,6.4,1.79,1.32,3.05,1.54,2.3,1.8,1.91,2.4,1.5,3.1,1.3
Czech Republic First League,2024-12-15,14:30:00,19,Viktoria Plzeň,České Budějovice,1.4,3.4,15.0,1.1,9.0,26.0,1.18,4.5,1.01,29.0,1.09,6.5,1.33,3.4,2.25,1.57,1.02,1.07,7.0,2.6,0.11,1.75,0.93,2.68,1.19,11.0,5.67,1.09,6.0,1.2,4.0,1.54,2.38,1.85,1.85,2.35,1.55
Spain Segunda División,2024-12-15,14:30:00,19,Racing Santander,SD Huesca,2.3,2.2,5.0,1.67,3.4,4.4,1.4,2.75,1.05,9.0,1.3,3.3,2.0,1.72,1.91,1.8,1.14,1.22,2.1,1.5,1.3,1.46,1.16,2.62,1.45,7.0,3.05,1.3,3.05,1.52,2.3,1.85,1.82,2.3,1.52,2.95,1.33
Portugal Liga NOS,2024-12-15,15:00:00,0,AVS,Benfica,11.0,2.75,1.5,13.0,7.3,1.15,1.25,3.55,1.01,17.0,1.15,5.25,1.47,2.57,2.2,1.6,5.0,1.08,1.02,1.13,1.83,1.11,1.73,2.84,4.4,8.5,1.23,1.27,3.25,1.48,2.4,1.76,1.9,2.18,1.58,2.8,1.36
Belgium Pro League,2024-12-15,15:15:00,18,KAA Gent,Cercle Brugge,2.4,2.38,4.0,1.79,3.5,3.6,1.3,3.4,1.03,17.0,1.19,4.45,1.58,2.22,1.57,2.25,1.25,1.22,2.0,1.89,0.56,1.64,1.33,2.97,1.63,7.0,2.48,1.18,4.1,1.32,3.0,1.54,2.3,2.05,1.7,2.32,1.53
Germany Bundesliga,2024-12-15,15:30:00,14,RB Leipzig,Eintracht Frankfurt,2.63,2.4,3.5,2.17,3.5,2.8,1.29,3.5,1.02,19.0,1.18,5.0,1.55,2.3,1.5,2.5,1.38,1.22,1.78,2.0,1.63,1.42,1.41,2.83,1.68,6.4,2.45,1.34,2.9,1.58,2.18,1.95,1.74,2.43,1.47,3.15,1.3
Romania Liga I,2024-12-15,15:45:00,20,SSC Farul,FCSB,4.5,2.2,2.4,3.25,3.3,2.13,1.36,3.0,1.04,9.0,1.26,3.6,1.84,1.94,1.73,2.0,1.52,1.29,1.27,1.4,1.6,1.52,1.47,2.99,2.48,6.4,1.67,1.37,2.75,1.64,2.07,2.04,1.66,2.63,1.4,3.45,1.25
Netherlands Eredivisie,2024-12-15,16:00:00,16,NAC Breda,AZ,4.33,2.2,2.63,3.2,3.1,2.02,1.4,2.75,1.04,13.0,1.26,3.67,1.93,1.88,1.8,1.95,1.78,1.25,1.33,1.88,2.0,1.32,1.41,2.73,2.63,6.4,1.6,1.27,3.3,1.48,2.45,1.79,1.9,2.23,1.56,2.9,1.35
England Premier League,2024-12-15,16:00:00,16,Chelsea,Brentford,1.73,2.88,6.5,1.29,5.1,6.5,1.2,4.33,1.01,30.0,1.11,7.4,1.33,3.15,1.57,2.25,1.07,1.14,3.35,1.88,0.13,1.69,0.93,2.62,1.25,8.5,4.1,1.11,5.3,1.23,3.65,1.38,2.75,1.6,2.17,1.92,1.77
England Premier League,2024-12-15,16:00:00,0,Southampton,Tottenham Hotspur,4.0,2.75,2.2,3.5,4.0,1.78,1.2,4.33,1.01,32.0,1.09,8.2,1.32,3.21,1.36,3.0,2.18,1.21,1.25,0.5,1.25,1.06,1.7,2.76,4.1,7.5,1.33,1.02,7.4,1.09,4.95,1.2,3.9,1.4,2.68,1.68,2.05
France Ligue 1,2024-12-15,16:45:00,15,PSG,Olympique Lyonnais,1.83,2.88,5.5,1.44,4.7,5.1,1.18,4.5,0.0,0.0,1.08,8.0,1.27,3.54,1.44,2.63,1.1,1.12,3.0,2.75,1.5,2.35,1.33,3.68,1.29,7.0,3.95,1.3,3.1,1.53,2.32,1.85,1.83,2.32,1.53,2.95,1.33
Italy Serie A,2024-12-15,16:45:00,16,AC Milan,Genoa,1.8,2.6,8.0,1.28,5.1,7.7,1.3,3.4,1.02,19.0,1.19,4.75,1.59,2.2,1.95,1.8,1.03,1.12,3.5,1.88,1.43,1.52,1.01,2.53,1.21,8.5,4.6,1.28,3.2,1.5,2.4,1.81,1.88,2.25,1.55,2.9,1.34
Argentina Primera División,2024-12-15,17:00:00,27,Platense,Gimnasia La Plata,2.75,1.83,5.5,1.95,3.0,4.75,1.67,2.1,1.13,5.7,1.63,2.28,3.1,1.36,2.63,1.44,1.24,1.35,1.78,1.44,1.19,1.2,1.4,2.6,1.52,6.75,2.8,1.47,2.43,1.73,2.0,2.3,1.54,2.95,1.33,4.1,1.19
