League,Home,Away,Date,Time,ID_Evento,IDMercado_Match_Odds,IDMercado_Correct_Score,IDMercado_Over/Under_05_Goals,IDMercado_Over/Under_15_Goals,IDMercado_Over/Under_25_Goals,IDMercado_Over/Under_35_Goals,IDMercado_Over/Under_45_Goals,IDMercado_Over/Under_55_Goals,IDMercado_Over/Under_65_Goals,IDMercado_Over/Under_75_Goals,IDMercado_Over/Under_85_Goals,IDMercado_Both_teams_to_Score?,IDMercado_Double_Chance,IDMercado_Half_Time,IDMercado_Half_Time_Score,IDMercado_First_Half_Goals_05,IDMercado_First_Half_Goals_15,IDMercado_First_Half_Goals_25,IDMercado_Asian_Handicap,IDMercado_Goal_Lines
Colombian Primera A,Union Magdalena,Deportivo Pereira,2025-04-12,18:10:00,34196858,1.242005449,1.242005459,1.242005453,1.242005500,1.242005496,1.242005501,1.242005497,1.242005458,1.242005456,1.242005448,1.242005446,1.242005537,1.242005450,1.242005457,1.242005495,1.242005452,1.242005455,1.242005447,1.242005502,1.242005460
Argentinian Women's Matches,Velez Sarsfield Women,CA Huracan (W),2025-04-12,18:30:00,34211746,1.242237685,1.242237694,1.242237689,1.242237733,1.242237730,1.242237734,1.242237731,1.242237693,1.242237691,1.242237684,1.242237682,1.242237769,1.242237686,1.242237692,1.242237729,1.242237688,1.242237690,1.242237683,1.242237735,1.242237695
Bolivian Liga de Futbol Profesional,Bolivar,Jorge Wilstermann,2025-04-12,18:30:00,34200341,1.242084286,1.242084295,1.242084290,1.242084334,1.242084331,1.242084335,1.242084332,1.242084294,1.242084292,1.242084285,1.242084283,1.242084370,1.242084287,1.242084293,1.242084330,1.242084289,1.242084291,1.242084284,1.242084336,1.242084296
Brazilian Serie A,SE Palmeiras,Corinthians,2025-04-12,18:30:00,34182114,1.241774785,1.241774794,1.241774790,1.241774772,1.241774769,1.241774833,1.241774770,1.241774793,1.241774792,1.241774783,1.241774781,1.241774784,1.241774787,1.241774766,1.241774765,1.241774789,1.241774791,1.241774782,1.241774834,1.241774796
Chilean Primera B,Cobreloa Calama,Magallanes,2025-04-12,18:30:00,34200468,1.242080592,1.242080601,1.242080596,1.242080640,1.242080637,1.242080641,1.242080638,1.242080600,1.242080598,1.242080591,1.242080589,1.242080676,1.242080593,1.242080599,1.242080636,1.242080595,1.242080597,1.242080590,1.242080642,1.242080602
Chilean Segunda Division,CSD San Antonio Unido,Deportes Rengo Unido,2025-04-12,18:30:00,34212026,1.242241789,1.242241798,1.242241793,1.242241837,1.242241834,1.242241838,1.242241835,1.242241797,1.242241795,1.242241788,1.242241786,1.242241873,1.242241790,1.242241796,1.242241833,1.242241792,1.242241794,1.242241787,1.242241839,1.242241799
Mexican Segunda Division,Deportiva Venados,Inter Playa Del Carmen,2025-04-12,18:30:00,34213686,1.242269607,1.242269616,1.242269611,1.242269655,1.242269652,1.242269656,1.242269653,1.242269615,1.242269613,1.242269606,1.242269604,1.242269691,1.242269608,1.242269614,1.242269651,1.242269610,1.242269612,1.242269605,1.242269657,1.242269617
Paraguayan Primera Division,Cerro Porteno,Sportivo Luqueno,2025-04-12,18:30:00,34198787,1.242048808,1.242048817,1.242048812,1.242048856,1.242048853,1.242048857,1.242048854,1.242048816,1.242048814,1.242048807,1.242048805,1.242048892,1.242048809,1.242048815,1.242048852,1.242048811,1.242048813,1.242048806,1.242048858,1.242048818
Uruguayan Primera Division,Penarol,Miramar Misiones,2025-04-12,18:30:00,34195322,1.241976781,1.241976790,1.241976785,1.241976829,1.241976826,1.241976830,1.241976827,1.241976789,1.241976787,1.241976780,1.241976778,1.241976865,1.241976782,1.241976788,1.241976825,1.241976784,1.241976786,1.241976779,1.241976831,1.241976791
Brazilian Serie B,Novorizontino,Volta Redonda,2025-04-12,19:00:00,34199314,1.242054102,1.242054111,1.242054106,1.242054150,1.242054147,1.242054151,1.242054148,1.242054110,1.242054108,1.242054101,1.242054099,1.242054186,1.242054103,1.242054109,1.242054146,1.242054105,1.242054107,1.242054100,1.242054152,1.242054112
Brazilian Serie B,Amazonas FC,Ferroviaria,2025-04-12,19:00:00,34199319,1.242054000,1.242054010,1.242054005,1.242054051,1.242054048,1.242054052,1.242054049,1.242054009,1.242054007,1.242053999,1.242053997,1.242054088,1.242054001,1.242054008,1.242054046,1.242054003,1.242054006,1.242053998,1.242054053,1.242054012
Colombian Primera B,Barranquilla,Bogota,2025-04-12,19:00:00,34200015,1.242063508,1.242063517,1.242063512,1.242063556,1.242063553,1.242063557,1.242063554,1.242063516,1.242063514,1.242063507,1.242063505,1.242063592,1.242063509,1.242063515,1.242063552,1.242063511,1.242063513,1.242063506,1.242063558,1.242063518
Costa Rican Primera Division,Cs Cartagines,Municipal Perez Zeledon,2025-04-12,19:00:00,34197209,1.242020820,1.242020829,1.242020824,1.242020868,1.242020865,1.242020869,1.242020866,1.242020828,1.242020826,1.242020819,1.242020817,1.242020904,1.242020821,1.242020827,1.242020864,1.242020823,1.242020825,1.242020818,1.242020870,1.242020830
Mexican Liga MX Femenil,Club Necaxa (W),Cruz Azul (W),2025-04-12,19:00:00,34211735,1.242236620,1.242236629,1.242236624,1.242236668,1.242236665,1.242236669,1.242236666,1.242236628,1.242236626,1.242236619,1.242236617,1.242236704,1.242236621,1.242236627,1.242236664,1.242236623,1.242236625,1.242236618,1.242236670,1.242236630
Mexican Segunda Division,Club CDM,FC Santiago,2025-04-12,19:00:00,34212874,1.242251597,1.242251606,1.242251601,1.242251645,1.242251642,1.242251646,1.242251643,1.242251605,1.242251603,1.242251596,1.242251594,1.242251681,1.242251598,1.242251604,1.242251641,1.242251600,1.242251602,1.242251595,1.242251647,1.242251607
Mexican Segunda Division,Colima FC,Acatlan,2025-04-12,19:00:00,34213833,1.242273517,1.242273526,1.242273521,1.242273565,1.242273562,1.242273566,1.242273563,1.242273525,1.242273523,1.242273516,1.242273514,1.242273601,1.242273518,1.242273524,1.242273561,1.242273520,1.242273522,1.242273515,1.242273567,1.242273527
Mexican Segunda Division,Cordobes Futbol Club,Club Deportivo Ayense,2025-04-12,19:00:00,34212892,1.242251507,1.242251516,1.242251511,1.242251555,1.242251552,1.242251556,1.242251553,1.242251515,1.242251513,1.242251506,1.242251504,1.242251591,1.242251508,1.242251514,1.242251551,1.242251510,1.242251512,1.242251505,1.242251557,1.242251517
Venezuelan Primera Division,Metropolitanos,Universidad de Venezuela,2025-04-12,19:00:00,34200963,1.242080952,1.242080961,1.242080956,1.242081000,1.242080997,1.242081001,1.242080998,1.242080960,1.242080958,1.242080951,1.242080949,1.242081036,1.242080953,1.242080959,1.242080996,1.242080955,1.242080957,1.242080950,1.242081002,1.242080962
Aruban Division di Honor,SV Estrella,SV Dakota,2025-04-12,19:30:00,34211739,1.242236710,1.242236719,1.242236714,1.242236758,1.242236755,1.242236759,1.242236756,1.242236718,1.242236716,1.242236709,1.242236707,1.242236794,1.242236711,1.242236717,1.242236754,1.242236713,1.242236715,1.242236708,1.242236760,1.242236720
Mexican Segunda Division,Canoneros Marina,Artesanos Metepec F.C.,2025-04-12,19:30:00,34212944,1.242257052,1.242257061,1.242257056,1.242257100,1.242257097,1.242257101,1.242257098,1.242257060,1.242257058,1.242257051,1.242257049,1.242257136,1.242257053,1.242257059,1.242257096,1.242257055,1.242257057,1.242257050,1.242257102,1.242257062
Argentinian Torneo A,Sarmiento de Resistencia,Sol de America,2025-04-12,20:00:00,34211064,1.242221614,1.242221623,1.242221618,1.242221662,1.242221659,1.242221663,1.242221660,1.242221622,1.242221620,1.242221613,1.242221611,1.242221698,1.242221615,1.242221621,1.242221658,1.242221617,1.242221619,1.242221612,1.242221664,1.242221624
Brazilian Serie B,Operario PR,Goias,2025-04-12,20:00:00,34194370,1.241966824,1.241966833,1.241966828,1.241966872,1.241966869,1.241966873,1.241966870,1.241966832,1.241966830,1.241966823,1.241966821,1.241966908,1.241966825,1.241966831,1.241966868,1.241966827,1.241966829,1.241966822,1.241966874,1.241966834
Chilean Tercera Division,Colchagua CD,Lautaro de Buin,2025-04-12,20:00:00,34211148,1.242229350,1.242229359,1.242229354,1.242229398,1.242229395,1.242229399,1.242229396,1.242229358,1.242229356,1.242229349,1.242229347,1.242229434,1.242229351,1.242229357,1.242229394,1.242229353,1.242229355,1.242229348,1.242229400,1.242229360
Colombian Primera B,Atletico Huila,Internacional de Palmira,2025-04-12,20:00:00,34200018,1.242063688,1.242063697,1.242063692,1.242063736,1.242063733,1.242063737,1.242063734,1.242063696,1.242063694,1.242063687,1.242063685,1.242063772,1.242063689,1.242063695,1.242063732,1.242063691,1.242063693,1.242063686,1.242063738,1.242063698
Guatemalan Liga Nacional,Comunicaciones,Achuapa FC,2025-04-12,20:00:00,34211022,1.242223896,1.242223905,1.242223900,1.242223944,1.242223941,1.242223945,1.242223942,1.242223904,1.242223902,1.242223895,1.242223893,1.242223980,1.242223897,1.242223903,1.242223940,1.242223899,1.242223901,1.242223894,1.242223946,1.242223906
Mexican Ascenso MX,Atlante,Mineros de Zacatecas,2025-04-12,20:00:00,34197716,1.242021540,1.242021549,1.242021544,1.242021588,1.242021585,1.242021589,1.242021586,1.242021548,1.242021546,1.242021539,1.242021537,1.242021624,1.242021541,1.242021547,1.242021584,1.242021543,1.242021545,1.242021538,1.242021590,1.242021550
Mexican Liga MX,Pumas UNAM,FC Juarez,2025-04-12,20:00:00,34174509,1.241654553,1.241654562,1.241654557,1.241654601,1.241654598,1.241654602,1.241654599,1.241654561,1.241654559,1.241654552,1.241654550,1.241654637,1.241654554,1.241654560,1.241654597,1.241654556,1.241654558,1.241654551,1.241654603,1.241654563
Mexican Liga MX,Leon,Puebla,2025-04-12,20:00:00,34174479,1.241654643,1.241654652,1.241654647,1.241654691,1.241654688,1.241654692,1.241654689,1.241654651,1.241654649,1.241654642,1.241654640,1.241654727,1.241654644,1.241654650,1.241654687,1.241654646,1.241654648,1.241654641,1.241654693,1.241654653
Mexican Segunda Division,Tigres de Alica FC,Tritones Vallarta MFC,2025-04-12,20:00:00,34213966,1.242277514,1.242277523,1.242277518,1.242277562,1.242277559,1.242277563,1.242277560,1.242277522,1.242277520,1.242277513,1.242277511,1.242277598,1.242277515,1.242277521,1.242277558,1.242277517,1.242277519,1.242277512,1.242277564,1.242277524
Mexican Segunda Division,Mineros de Fresnillo FC,Tuzos de la UAZ,2025-04-12,20:00:00,34213984,1.242278524,1.242278533,1.242278528,1.242278572,1.242278569,1.242278573,1.242278570,1.242278532,1.242278530,1.242278523,1.242278521,1.242278608,1.242278525,1.242278531,1.242278568,1.242278527,1.242278529,1.242278522,1.242278574,1.242278534
Panamanian Premier League,Atletico Independiente,Veraguas FC,2025-04-12,20:00:00,34200673,1.242083384,1.242083393,1.242083388,1.242083432,1.242083429,1.242083433,1.242083430,1.242083392,1.242083390,1.242083383,1.242083381,1.242083468,1.242083385,1.242083391,1.242083428,1.242083387,1.242083389,1.242083382,1.242083434,1.242083394
US USL League One,FC Naples,Richmond Kickers,2025-04-12,20:00:00,34211652,1.242236260,1.242236269,1.242236264,1.242236308,1.242236305,1.242236309,1.242236306,1.242236268,1.242236266,1.242236259,1.242236257,1.242236344,1.242236261,1.242236267,1.242236304,1.242236263,1.242236265,1.242236258,1.242236310,1.242236270
Honduras Liga Nacional,Olancho,CD Marathon,2025-04-12,20:15:00,34201051,1.242081312,1.242081321,1.242081316,1.242081360,1.242081357,1.242081361,1.242081358,1.242081320,1.242081318,1.242081311,1.242081309,1.242081396,1.242081313,1.242081319,1.242081356,1.242081315,1.242081317,1.242081310,1.242081362,1.242081322
Colombian Primera A,Deportivo Pasto,Junior FC Barranquilla,2025-04-12,20:20:00,34196802,1.242005553,1.242005562,1.242005557,1.242005601,1.242005598,1.242005602,1.242005599,1.242005561,1.242005559,1.242005552,1.242005550,1.242005637,1.242005554,1.242005560,1.242005597,1.242005556,1.242005558,1.242005551,1.242005603,1.242005563
Argentinian Primera Division,Belgrano,Boca Juniors,2025-04-12,20:30:00,34178322,1.241716272,1.241716281,1.241716276,1.241716286,1.241716282,1.241716228,1.241716283,1.241716280,1.241716278,1.241716268,1.241716269,1.241716271,1.241716263,1.241716279,1.241716284,1.241716275,1.241716277,1.241716270,1.241716229,1.241716194
US MLS,DC Utd,FC Cincinnati,2025-04-12,20:30:00,34173583,1.241636266,1.241636275,1.241636270,1.241636280,1.241636276,1.241636222,1.241636277,1.241636274,1.241636272,1.241636262,1.241636263,1.241636265,1.241636257,1.241636273,1.241636278,1.241636269,1.241636271,1.241636264,1.241636223,1.241636188
US MLS,Vancouver Whitecaps,Austin FC,2025-04-12,20:30:00,34173555,1.241636374,1.241636383,1.241636378,1.241636388,1.241636384,1.241636330,1.241636385,1.241636382,1.241636380,1.241636370,1.241636371,1.241636373,1.241636365,1.241636381,1.241636386,1.241636377,1.241636379,1.241636372,1.241636331,1.241636296
US MLS,CF Montreal,Charlotte FC,2025-04-12,20:30:00,34173589,1.241636158,1.241636167,1.241636162,1.241636172,1.241636168,1.241636114,1.241636169,1.241636166,1.241636164,1.241636154,1.241636155,1.241636157,1.241636149,1.241636165,1.241636170,1.241636161,1.241636163,1.241636156,1.241636115,1.241636080
US MLS,New York City,Philadelphia,2025-04-12,20:30:00,34173590,1.241636050,1.241636059,1.241636054,1.241636064,1.241636060,1.241636006,1.241636061,1.241636058,1.241636056,1.241636046,1.241636047,1.241636049,1.241636041,1.241636057,1.241636062,1.241636053,1.241636055,1.241636048,1.241636007,1.241635972
Bolivian Liga de Futbol Profesional,Aurora,San Antonio Bulo Bulo,2025-04-12,21:00:00,34208080,1.242175355,1.242175364,1.242175359,1.242175403,1.242175400,1.242175404,1.242175401,1.242175363,1.242175361,1.242175354,1.242175352,1.242175439,1.242175356,1.242175362,1.242175399,1.242175358,1.242175360,1.242175353,1.242175405,1.242175365
Brazilian Serie A,Vasco da Gama,Sport Recife,2025-04-12,21:00:00,34186949,1.241850771,1.241850780,1.241850775,1.241850785,1.241850781,1.241850727,1.241850782,1.241850779,1.241850777,1.241850767,1.241850768,1.241850770,1.241850762,1.241850778,1.241850783,1.241850774,1.241850776,1.241850769,1.241850728,1.241850693
Chilean Primera Division,Audax Italiano,OHiggins,2025-04-12,21:00:00,34194120,1.241958308,1.241958317,1.241958312,1.241958356,1.241958353,1.241958357,1.241958354,1.241958316,1.241958314,1.241958307,1.241958305,1.241958392,1.241958309,1.241958315,1.241958352,1.241958311,1.241958313,1.241958306,1.241958358,1.241958318
Chilean Tercera Division,Aguara,Colegio Quillon,2025-04-12,21:00:00,34211146,1.242229440,1.242229449,1.242229444,1.242229488,1.242229485,1.242229489,1.242229486,1.242229448,1.242229446,1.242229439,1.242229437,1.242229524,1.242229441,1.242229447,1.242229484,1.242229443,1.242229445,1.242229438,1.242229490,1.242229450
Costa Rican Primera Division,Santos De Guapiles,Sporting San Jose FC,2025-04-12,21:00:00,34197255,1.242020430,1.242020439,1.242020434,1.242020478,1.242020475,1.242020479,1.242020476,1.242020438,1.242020436,1.242020429,1.242020427,1.242020514,1.242020431,1.242020437,1.242020474,1.242020433,1.242020435,1.242020428,1.242020480,1.242020440
Peruvian Primera Division,Cienciano,Alianza Universidad,2025-04-12,21:00:00,34196469,1.241998900,1.241998909,1.241998904,1.241998948,1.241998945,1.241998949,1.241998946,1.241998908,1.241998906,1.241998899,1.241998897,1.241998984,1.241998901,1.241998907,1.241998944,1.241998903,1.241998905,1.241998898,1.241998950,1.241998910
Uruguayan Segunda Division,Club Oriental de La Paz,Deportivo Maldonado,2025-04-12,21:15:00,34205285,1.242143490,1.242143499,1.242143494,1.242143539,1.242143536,1.242143541,1.242143537,1.242143498,1.242143496,1.242143489,1.242143487,1.242143576,1.242143491,1.242143497,1.242143535,1.242143493,1.242143495,1.242143488,1.242143542,1.242143500
Aruban Division di Honor,SV Racing Club Aruba,SV Britannia,2025-04-12,21:30:00,34210859,1.242221150,1.242221159,1.242221154,1.242221198,1.242221195,1.242221199,1.242221196,1.242221158,1.242221156,1.242221149,1.242221147,1.242221234,1.242221151,1.242221157,1.242221194,1.242221153,1.242221155,1.242221148,1.242221200,1.242221160
US MLS,Nashville SC,Real Salt Lake,2025-04-12,21:30:00,34173539,1.241632760,1.241632769,1.241632764,1.241632774,1.241632770,1.241632716,1.241632771,1.241632768,1.241632766,1.241632756,1.241632757,1.241632759,1.241632751,1.241632767,1.241632772,1.241632763,1.241632765,1.241632758,1.241632717,1.241632682
US MLS,FC Dallas,Seattle Sounders,2025-04-12,21:30:00,34173587,1.241636500,1.241636509,1.241636504,1.241636514,1.241636510,1.241636456,1.241636511,1.241636508,1.241636506,1.241636496,1.241636497,1.241636499,1.241636491,1.241636507,1.241636512,1.241636503,1.241636505,1.241636498,1.241636457,1.241636422
Guatemalan Liga Nacional,Antigua GFC,Coban Imperial,2025-04-12,22:00:00,34210845,1.242223992,1.242224001,1.242223996,1.242224040,1.242224037,1.242224041,1.242224038,1.242224000,1.242223998,1.242223991,1.242223989,1.242224076,1.242223993,1.242223999,1.242224036,1.242223995,1.242223997,1.242223990,1.242224042,1.242224002
Mexican Ascenso MX,Club Atletico Morelia,Cancun FC,2025-04-12,22:00:00,34197714,1.242021630,1.242021639,1.242021634,1.242021678,1.242021675,1.242021679,1.242021676,1.242021638,1.242021636,1.242021629,1.242021627,1.242021714,1.242021631,1.242021637,1.242021674,1.242021633,1.242021635,1.242021628,1.242021680,1.242021640
Mexican Liga MX,Tigres,Monterrey,2025-04-12,22:00:00,34174489,1.241654733,1.241654742,1.241654737,1.241654781,1.241654778,1.241654782,1.241654779,1.241654741,1.241654739,1.241654732,1.241654730,1.241654817,1.241654734,1.241654740,1.241654777,1.241654736,1.241654738,1.241654731,1.241654783,1.241654743
Salvadoran Primera Division,CD Municipal Limeno,Platense Zacatecoluca,2025-04-12,22:00:00,34210852,1.242224713,1.242224722,1.242224717,1.242224761,1.242224758,1.242224762,1.242224759,1.242224721,1.242224719,1.242224712,1.242224710,1.242224797,1.242224714,1.242224720,1.242224757,1.242224716,1.242224718,1.242224711,1.242224763,1.242224723
Mexican Liga MX,Atlas,Toluca,2025-04-12,22:05:00,34174499,1.241654825,1.241654834,1.241654829,1.241654873,1.241654870,1.241654874,1.241654871,1.241654833,1.241654831,1.241654824,1.241654822,1.241654909,1.241654826,1.241654832,1.241654869,1.241654828,1.241654830,1.241654823,1.241654875,1.241654835
Mexican Ascenso MX,Celaya,Universidad Guadalajara,2025-04-12,22:06:00,34197715,1.242021720,1.242021729,1.242021724,1.242021768,1.242021765,1.242021769,1.242021766,1.242021728,1.242021726,1.242021719,1.242021717,1.242021804,1.242021721,1.242021727,1.242021764,1.242021723,1.242021725,1.242021718,1.242021770,1.242021730
Panamanian Premier League,Plaza Amador,Tauro FC,2025-04-12,22:15:00,34200745,1.242083114,1.242083123,1.242083118,1.242083162,1.242083159,1.242083163,1.242083160,1.242083122,1.242083120,1.242083113,1.242083111,1.242083198,1.242083115,1.242083121,1.242083158,1.242083117,1.242083119,1.242083112,1.242083164,1.242083124
Salvadoran Primera Division,AD Isidro Metapan,CD Fas,2025-04-12,22:15:00,34210839,1.242224803,1.242224812,1.242224807,1.242224851,1.242224848,1.242224852,1.242224849,1.242224811,1.242224809,1.242224802,1.242224800,1.242224887,1.242224804,1.242224810,1.242224847,1.242224806,1.242224808,1.242224801,1.242224853,1.242224813
Colombian Primera A,Boyaca Chico,Once Caldas,2025-04-12,22:30:00,34196869,1.242005643,1.242005652,1.242005647,1.242005691,1.242005688,1.242005692,1.242005689,1.242005651,1.242005649,1.242005642,1.242005640,1.242005727,1.242005644,1.242005650,1.242005687,1.242005646,1.242005648,1.242005641,1.242005693,1.242005653
Honduras Liga Nacional,Real Espana,Lobos UPNFM,2025-04-12,22:30:00,34200795,1.242081582,1.242081591,1.242081586,1.242081630,1.242081627,1.242081631,1.242081628,1.242081590,1.242081588,1.242081581,1.242081579,1.242081666,1.242081583,1.242081589,1.242081626,1.242081585,1.242081587,1.242081580,1.242081632,1.242081592
US MLS,Colorado,San Diego FC,2025-04-12,22:30:00,34173543,1.241636609,1.241636618,1.241636613,1.241636623,1.241636619,1.241636565,1.241636620,1.241636617,1.241636615,1.241636605,1.241636606,1.241636608,1.241636600,1.241636616,1.241636621,1.241636612,1.241636614,1.241636607,1.241636566,1.241636531
Costa Rican Primera Division,Deportivo Saprissa,Municipal Santa Ana,2025-04-12,23:00:00,34197191,1.242021000,1.242021009,1.242021004,1.242021048,1.242021045,1.242021049,1.242021046,1.242021008,1.242021006,1.242020999,1.242020997,1.242021084,1.242021001,1.242021007,1.242021044,1.242021003,1.242021005,1.242020998,1.242021050,1.242021010
US MLS,Los Angeles FC,San Jose Earthquakes,2025-04-12,23:30:00,34173595,1.241636717,1.241636726,1.241636721,1.241636731,1.241636727,1.241636673,1.241636728,1.241636725,1.241636723,1.241636713,1.241636714,1.241636716,1.241636708,1.241636724,1.241636729,1.241636720,1.241636722,1.241636715,1.241636674,1.241636639
US MLS,LA Galaxy,Houston Dynamo,2025-04-12,23:30:00,34173586,1.241636828,1.241636837,1.241636832,1.241636842,1.241636838,1.241636784,1.241636839,1.241636836,1.241636834,1.241636824,1.241636825,1.241636827,1.241636819,1.241636835,1.241636840,1.241636831,1.241636833,1.241636826,1.241636785,1.241636750
